 freq_hz  | rolling_mean | signal_dbm 
 89895967 |   -14.097647 |     -13.09
 89898691 |   -14.082353 |     -13.56
 89901415 |   -14.051176 |     -13.58
 89904139 |       -14.06 |     -14.74
 89906863 |   -14.027647 |     -14.14
 89909587 |   -14.061176 |     -14.85
 89912311 |   -14.082353 |     -14.24
 89915035 |   -14.073529 |     -14.41
 89917759 |   -14.057059 |     -14.62
 89920483 |   -14.094118 |     -15.01
 89923208 |   -14.074118 |     -13.79
 89925932 |   -14.095294 |     -14.17
 89928656 |   -14.177647 |      -14.9
 89931380 |   -14.138235 |     -14.66
 89934104 |   -14.189412 |     -14.47
 89936828 |   -14.274706 |     -14.63
 89939552 |   -14.252353 |     -13.43
 89942276 |   -14.337647 |     -14.54
 89945000 |   -14.376471 |     -14.22
 89947724 |   -14.434117 |     -14.56
 89950448 |   -14.480588 |     -15.53
 89953173 |   -14.485294 |     -14.22
 89955897 |   -14.447059 |      -14.2
 89958621 |   -14.525883 |     -15.58
 89961345 |   -14.585294 |     -15.42
 89964069 |   -14.621765 |     -15.24
 89966793 |   -14.608235 |     -14.78
 89969517 |   -14.678235 |     -14.98
 89972241 |   -14.718823 |     -14.86
 89974965 |   -14.721765 |     -14.95
 89977689 |   -14.711764 |     -14.49
 89980413 |   -14.792941 |     -15.85
 89983138 |   -14.834118 |     -15.33
 89985862 |   -14.929412 |     -15.05
 89988586 |   -14.936471 |     -14.66
 89991310 |   -14.932941 |     -14.16
 89994034 |   -14.919412 |     -14.33
 89996758 |   -14.890588 |     -15.04
 89999482 |   -14.900588 |     -14.39
 90002206 |   -14.957059 |     -15.16
 90004930 |   -14.876471 |     -14.21
 90007654 |   -14.859412 |     -15.13
 90010378 |   -14.796471 |     -14.17
 90013103 |   -14.805294 |     -14.93
 90015827 |   -14.748823 |     -14.02
 90018551 |   -14.762353 |     -15.09
 90021275 |   -14.694118 |     -13.79
 90023999 |   -14.644706 |     -13.65
 90026723 |   -14.557059 |     -14.36
 90029447 |   -14.541764 |     -15.07
 90032171 |   -14.522942 |     -14.73
 90034895 |   -14.504705 |     -14.35
 90037619 |    -14.52647 |     -14.53
 90040343 |   -14.527647 |     -14.35
 90043068 |   -14.491177 |     -14.42
 90045792 |   -14.531765 |     -15.08
 90048516 |   -14.502353 |     -14.66
 90051240 |   -14.511765 |     -14.37
 90053964 |       -14.45 |     -14.08
 90056688 |   -14.444118 |     -14.07
 90059412 |        -14.4 |     -14.18
 90062136 |   -14.444706 |     -14.78
 90064860 |   -14.405294 |     -14.42
 90067584 |   -14.482353 |      -15.1
 90070308 |   -14.540588 |     -14.64
 90073032 |   -14.554706 |      -14.6
 90075757 |   -14.471765 |     -13.66
 90078481 |       -14.45 |     -14.36
 90081205 |   -14.466471 |     -14.63
 90083929 |       -14.48 |     -14.76
 90086653 |   -14.435883 |      -13.6
 90089377 |    -14.36647 |     -13.24
 90092101 |   -14.331177 |     -14.48
 90094825 |   -14.307059 |     -14.25
 90097549 |   -14.220589 |      -12.9
 90100273 |   -14.175294 |     -13.31
 90102997 |   -14.068824 |     -12.26
 90105722 |    -13.99647 |     -12.95
 90108446 |   -13.814706 |     -11.69
 90111170 |   -13.721765 |     -12.84
 90113894 |   -13.522353 |     -11.71
 90116618 |   -13.341176 |     -11.56
 90119342 |   -13.194706 |     -12.11
 90122066 |   -13.085882 |     -11.81
 90124790 |   -12.991765 |     -12.76
 90127514 |   -12.873529 |     -12.62
 90130238 |   -12.757059 |     -12.78
 90132962 |   -12.667059 |     -12.07
 90135687 |   -12.565294 |     -11.51
 90138411 |    -12.42353 |     -12.07
 90141135 |   -12.279411 |      -11.8
 90143859 |   -12.184117 |     -11.28
 90146583 |   -12.090589 |     -11.72
 90149307 |   -12.087647 |     -12.21
 90152031 |   -11.990588 |      -11.3
 90154755 |       -11.97 |     -11.34
 90157479 |   -11.917647 |     -11.95
 90160203 |   -11.891765 |     -11.27
 90162927 |   -11.853529 |     -10.91
 90165652 |   -11.810588 |     -11.38
 90168376 |   -11.748823 |     -10.76
 90171100 |   -11.699411 |     -11.92
 90173824 |   -11.702353 |     -12.67
 90176548 |  -11.6470585 |     -11.84
 90179272 |   -11.609412 |     -11.43
 90181996 |   -11.614118 |     -11.59
 90184720 |   -11.618824 |     -12.15
 90187444 |   -11.701765 |     -13.21
 90190168 |   -11.727647 |     -11.72
 90192892 |   -11.687058 |     -11.03
 90195617 |   -11.662353 |     -11.79
 90198341 |  -11.6470585 |     -11.04
 90201065 |   -11.626471 |     -10.99
 90203789 |   -11.548823 |     -10.63
 90206513 |   -11.574706 |     -11.71
 90209237 |   -11.544118 |     -10.39
 90211961 |   -11.541177 |     -11.33
 90214685 |   -11.519412 |     -10.39
 90217409 |   -11.405294 |      -9.98
 90220133 |   -11.287647 |     -10.67
 90222857 |   -11.211764 |     -10.55
 90225582 |   -11.200588 |     -11.24
 90228306 |   -11.137647 |     -10.52
 90231030 |  -11.0435295 |     -10.55
 90233754 |   -10.952353 |     -11.66
 90236478 |   -10.905294 |     -10.92
 90239202 |  -10.8294115 |      -9.74
 90241926 |    -10.72353 |      -9.99
 90244650 |   -10.695883 |     -10.57
 90247374 |       -10.65 |     -10.21
 90250098 |   -10.583529 |       -9.5
 90252822 |   -10.518235 |      -10.6
 90255547 |   -10.398235 |      -8.35
 90258271 |    -10.25353 |      -8.87
 90260995 |    -10.18353 |       -9.2
 90263719 |   -10.145883 |      -9.34
 90266443 |   -10.073529 |      -9.44
 90269167 |    -9.985883 |      -9.06
 90271891 |    -9.830588 |       -8.6
 90274615 |    -9.562353 |      -5.96
 90277339 |    -9.307059 |      -6.21
 90280063 |    -8.772353 |      -2.57
 90282787 |    -8.202941 |      -1.24
 90285512 |   -7.7635293 |      -2.27
 90288236 |    -7.292941 |      -1.99
 90290960 |    -6.792941 |      -2.07
 90293684 |    -6.156471 |       0.61
 90296408 |   -5.4558825 |       2.41
 90299132 |   -4.4741178 |       6.09
 90301856 |    -3.785294 |       3.36
 90304580 |   -3.2364707 |       0.46
 90307304 |   -2.7117648 |      -0.28
 90310028 |   -2.2117648 |      -0.84
 90312752 |   -1.8629411 |      -3.51
 90315477 |   -1.6535294 |       -5.5
 90318201 |   -1.4276471 |      -4.76
 90320925 |   -1.4047059 |      -5.57
 90323649 |    -1.397647 |      -6.09
 90326373 |   -1.6188235 |      -6.33
 90329097 |   -1.8864706 |      -5.79
 90331821 |   -2.2041175 |      -7.67
 90334545 |   -2.6258824 |      -9.16
 90337269 |   -3.0888236 |      -9.94
 90339993 |   -3.7429411 |     -10.51
 90342717 |        -4.53 |     -10.97
 90345441 |    -5.537059 |     -11.03
 90348166 |   -6.4317646 |     -11.85
 90350890 |   -7.2988234 |     -14.28
 90353614 |    -8.101176 |     -13.92
 90356338 |    -8.884706 |     -14.16
 90359062 |    -9.567059 |     -15.11
 90361786 |   -10.087647 |     -14.35
 90364510 |   -10.645883 |     -14.25
 90367234 |   -11.201177 |     -15.01
 90369958 |   -11.702353 |     -14.61
 90372682 |   -12.181765 |     -14.48
 90375406 |   -12.677059 |     -14.21
 90378131 |   -13.137059 |     -15.49
 90380855 |   -13.506471 |     -15.44
 90383579 |   -13.804706 |     -15.01
 90386303 |    -14.11647 |     -15.81
 90389027 |   -14.345294 |     -14.86
 90391751 |   -14.544706 |     -14.42
 90394475 |   -14.767058 |     -15.63
 90397199 |   -14.811176 |     -15.03
 90399923 |   -14.799412 |     -13.72
 90402647 |   -14.869411 |     -15.35
 90405371 |   -14.837059 |     -14.56
 90408096 |   -14.916471 |      -15.7
 90410820 |   -14.908236 |     -14.11
 90413544 |   -14.865882 |     -14.29
 90416268 |   -14.842353 |     -14.21
 90418992 |   -14.894117 |     -15.36
 90421716 |   -14.961764 |     -15.36
 90424440 |   -14.925882 |     -14.88
 90427164 |       -15.01 |     -16.87
 90429888 |   -14.977647 |     -14.46
 90432612 |   -14.874118 |     -14.05
 90435336 |       -14.88 |     -14.96
 90438061 |   -14.918823 |     -15.08
 90440785 |   -14.912941 |     -15.53
 90443509 |   -14.918823 |     -15.13
 90446233 |   -14.995295 |     -15.02
 90448957 |       -14.93 |     -14.24
 90451681 |   -14.955882 |        -15
 90454405 |   -14.972941 |     -15.99
 90457129 |   -14.974117 |     -14.13
 90459853 |    -15.01353 |     -14.96
 90462577 |   -15.096471 |     -15.62
 90465301 |   -15.128823 |     -15.91
 90468026 |   -15.118236 |     -15.18
 90470750 |   -15.087647 |     -14.36
 90473474 |   -14.981176 |     -15.06
 90476198 |   -14.976471 |     -14.38
 90478922 |   -15.111765 |     -16.35
 90481646 |   -15.141765 |     -15.47
 90484370 |    -15.22353 |     -16.47
 90487094 |   -15.188824 |     -14.94
 90489818 |       -15.19 |     -15.15
 90492542 |       -15.18 |     -14.85
 90495266 |   -15.327647 |     -16.75
 90497991 |   -15.367647 |     -15.68
 90500715 |   -15.351765 |     -15.72
 90503439 |   -15.478824 |     -16.29
 90506163 |   -15.560588 |     -16.35
 90508887 |   -15.575882 |     -15.88
 90511611 |   -15.641176 |     -17.02
 90514335 |   -15.715882 |     -16.45
 90517059 |   -15.834706 |     -16.38
 90519783 |   -15.955882 |     -17.12
 90522507 |   -16.129412 |     -17.33
 90525231 |   -16.217058 |     -17.84
 90527956 |   -16.314117 |     -17.12
 90530680 |   -16.422354 |     -18.31
 90533404 |   -16.565294 |     -17.37
 90536128 |   -16.734118 |     -18.02
 90538852 |   -16.924118 |     -18.08
 90541576 |   -16.937647 |     -16.98
 90544300 |   -17.038235 |     -17.39
 90547024 |    -17.21353 |      -18.7
 90549748 |   -17.318235 |     -18.07
 90552472 |   -17.467058 |     -18.88
 90555196 |   -17.587646 |     -17.93
 90557921 |   -17.678236 |     -18.56
 90560645 |   -17.795883 |     -18.45
 90563369 |   -17.871176 |     -17.66
 90566093 |    -17.92706 |     -18.07
 90568817 |    -17.98353 |     -18.29
 90571541 |   -18.005295 |     -18.21
 90574265 |   -18.081764 |     -18.42
 90576989 |       -18.09 |     -18.45
 90579713 |   -18.185293 |     -18.99
 90582437 |   -18.162354 |     -17.63
 90585161 |   -18.180588 |     -18.39
 90587886 |   -18.247646 |     -18.12
 90590610 |   -18.315882 |     -18.55
 90593334 |   -18.311764 |     -18.63
 90596058 |   -18.325294 |      -18.3
 90598782 |    -18.32294 |     -18.84
 90601506 |   -18.354118 |     -18.46
 90604230 |   -18.244118 |     -16.69
 90606954 |   -18.251764 |     -18.58
 90609678 |    -18.30647 |     -18.59
 90612402 |   -18.342354 |     -18.68
 90615126 |   -18.368235 |     -18.73
 90617850 |   -18.408236 |     -18.89
 90620575 |   -18.414118 |     -18.52
 90623299 |       -18.43 |     -18.72
 90626023 |    -18.39353 |     -18.37
 90628747 |   -18.482353 |     -19.14
 90631471 |    -18.50941 |     -18.85
 90634195 |   -18.561176 |        -19
 90636919 |   -18.625883 |     -19.65
 90639643 |   -18.700588 |      -19.9
 90642367 |   -18.814707 |     -20.24
 90645091 |   -18.924118 |      -20.7
 90647815 |   -19.018824 |     -20.07
 90650540 |   -19.199411 |     -19.76
 90653264 |   -19.292942 |     -20.17
 90655988 |   -19.418236 |     -20.72
 90658712 |   -19.542942 |      -20.8
 90661436 |   -19.655294 |     -20.64
 90664160 |       -19.77 |     -20.84
 90666884 |    -19.89294 |     -20.61
 90669608 |   -20.003529 |      -20.6
 90672332 |   -20.140589 |      -20.7
 90675056 |   -20.225882 |     -20.59
 90677780 |   -20.345295 |     -20.88
 90680505 |   -20.444118 |     -20.68
 90683229 |   -20.545883 |     -21.38
 90685953 |   -20.541765 |     -19.83
 90688677 |   -20.537058 |     -20.16
 90691401 |       -20.58 |     -21.43
 90694125 |       -20.61 |     -20.58
 90696849 |   -20.656471 |     -20.55
 90699573 |       -20.71 |     -21.08
 90702297 |   -20.816471 |     -22.53
 90705021 |   -20.804707 |      -20.6
 90707745 |   -20.831764 |      -21.1
 90710470 |   -20.828236 |     -20.78
 90713194 |    -20.87647 |     -21.43
 90715918 |    -20.93647 |     -21.62
 90718642 |   -21.031765 |     -22.32
 90721366 |    -21.06294 |     -21.12
 90724090 |   -21.081177 |     -21.19
 90726814 |    -21.14353 |     -21.74
 90729538 |   -21.167646 |     -21.79
 90732262 |   -21.278824 |     -21.72
 90734986 |   -21.384117 |     -21.95
 90737710 |   -21.419413 |     -22.03
 90740435 |   -21.458235 |     -21.24
 90743159 |   -21.527647 |     -21.73
 90745883 |   -21.578236 |     -21.94
 90748607 |   -21.602352 |     -22.94
 90751331 |   -21.652353 |     -21.45
 90754055 |   -21.682941 |     -21.62
 90756779 |    -21.74353 |     -21.81
 90759503 |   -21.781765 |     -22.08
 90762227 |   -21.778824 |     -21.57
 90764951 |    -21.74059 |     -21.67
 90767675 |   -21.798824 |     -22.11
 90770400 |   -21.798235 |     -21.18
 90773124 |   -21.746471 |     -20.86
 90775848 |   -21.751764 |     -21.88
 90778572 |   -21.760588 |     -21.87
 90781296 |   -21.737059 |     -21.55
 90784020 |   -21.689411 |     -21.22
 90786744 |   -21.714117 |     -21.66
 90789468 |       -21.71 |     -21.66
(1025 rows)

